reviewer,date,link,text
CP,2025-07-10,https://www.trustpilot.com/reviews/68701230a6db3e07941567a9,"I had Prebooked with a Carflexi Voucher from abroad but was denied rental when arriving at the (Heathrow) pickup desk due to Europcar's error. The worst part was that they couldn't contact their own internal department to correct the system because that department was closed for the long weekend.

I was left stranded and so had to go next door to Hertz and pay a large amount more for a 'walkup' rate hire (but was fortunate they had a car available.)
I have still not had my original pre-paid deposit refunded (but in fairness to Europcar, that would be by Carflexi - another issue).

A bit more explanation if needed - after hiring a car from Europcar the previous year, I received a notification from them that I had been issued an automated parking fine & associated Europcar admin fee (I don't have an issue with paying an admin fee for any legitimate infringement). However, I successfully challenged the parking ticket and Europcar confirmed they had rescinded the Admin Fee. Then I got a follow up letter from their Collecting-Agents / Solicitors chasing payment of the Admin Fee. Again, I sent the correspondence to them and again Europcar assured me this was rescinded and they had corrected it in their systems. They obviously couldn't be bothered to actually do that. When I arrived at Heathrow (after a long flight) they said they could not provide a car to me because I was on the 'watchlist' for this very same 'outstanding invoice'. I realized exactly what the issue was, but the department I needed to talk to was closed for the weekend. When they opened a few days later, they confirmed they were in error & I should not have been denied rental - but it was way too late by then.

Absolutely appalling systemic incompetence on Europcars part."
Ashley,2025-07-10,https://www.trustpilot.com/reviews/686fef539ff469d91e8a78e2,"Unclean car, not a full tank, dirty inside and out, no response from customer service to my email and pictures.
DO NOT USE THEM.
It's well worth paying more to get a good vehicle from a reputable company."
Dave,2025-07-10,https://www.trustpilot.com/reviews/686fd45454844e5f33c99c8e,"Shame I can't give them zero stars! Hired a car through an agency prior to holiday in France. Picked up the car at Montpellier airport Europcar. Noted the damage and took extensive photos to ensure I was 'covered'. Returned the car 10 days later and, despite there being 3 persons in the Office (2 were just on their phones browsing the internet/on social media!), no-one wanted to inspect the car. I checked in at the airport and went through security. Just prior to boarding, when I had no chance to get back to the Office, I got a 'return invoice' detailing damage I had done to the car. I checked my photos and it was on both the before and after ones.....i.e. Pre-existing. Unfortunately, i was unable to dispute this at the time and rang Europcar customer service the next day to dispute this. I said I had photos, but they said they didn't need them at that time. However, 4 days later I get an e-mail saying that they were going to charge my credit card for the repair and they had attached the costs. There were no attachments! I immediately replied with the date/time stamped photos showing the pre-existing damage. 4 days later still no reply, other than the invoice for the repair! Europcar are obviously thinking ""Here comes an old man, I wonder how much money we can get off of him?"". Bunch of robbers! Never again!"
Fiona Ayan,2025-07-10,https://www.trustpilot.com/reviews/686f5fd9c1bc1fe159c49b86,"They take the payment and after a few hours just informed that required vehicle is not available and Money is not returned at least six weeks after that.
This is the third time they have done it and previously twice I had to call them after six weeks to get my money which was another headache. Poor Customer Service and very poor business service.. please award at all cost.
After second time I decided not to get anything from them but one of the colleagues insisted that they have improved now but doesn’t look like they are even worse."
June Tsang,2025-07-10,https://www.trustpilot.com/reviews/686eef711813012b0bf85326,Booked a car for a road trip in Italy and everything went well except £600 extra is taken from my card upon returning the car without being noticed. Staff has said nothing when I return the car so the extra charge comes to a surprise. The claim form online is broken and now will have to make long calls to try to get the money refunded. DO NOT BOOK WITH THEM
JGHOST,2025-07-09,https://www.trustpilot.com/reviews/686ed79a60b32cd25c8e0821,"Stay clear of this mob...They are a total joke they don't tell you the add ons a car a booked for 130 has ended up costing 350..250 before ypu get out with your car you need to take there insurance or 2500 on your credit card if anything goes wrong and was running late tank was at 3/4 full so it changed me 87.00 to top up unbelievable
.Plus the motors have had more hits than beatles"
Wiktor Kawala,2025-07-09,https://www.trustpilot.com/reviews/686ec89189a5f3f9263057e4,"They’ve left me with a tyre that can blow-out at any moment!!!

Car was dropped off from their Leeds branch to York. On pickup the car had a lot of damage but that doesn’t matter as all noted - photos taken including the horrific alloy conditions. After having driven 250 miles, the next morning I check the vehicle over before setting off on a business trip and notice a huge chunk of rubber missing from the tyre. I check and the damage was there from drop off - you can literally see the tyre cords. I could have had a major tyre blowout on a motorway. I have now called Europcar 6 - 6!! Times in the space of 2 hours and STILL no resolution. If nothing gets resolved I am leaving the car at the hotel and will be claiming the taxi and railway costs from Europcar. I need to get back home and will not drive a car that has major sidewall damage. This will be going straight to the ombudsman due to the utterly unsafe condition they have supplied this car in."
Paula Guerra Collar,2025-07-09,https://www.trustpilot.com/reviews/686e5ca272688f275536bb23,"Rented a car for 3 days. Paid basic insurance, returned it like new. Charged us £106 for a scratch in the wheel that we couldn’t even see in the picture they sent us. Asked for more pictures and they ignored us. We will NEVER be using their services again and we will not recommend it to anyone."
Natalie Lomax,2025-07-08,https://www.trustpilot.com/reviews/686d38e142104d5e6c3905c3,I wouldn't even give a 1 star. What an absolute shambles of a company. Why anyone would choose to deal with them is beyond me. A bunch of monkeys would do a better job. No wonder they have low star ratings. I don't even have any more words to really describe them. Absolutely ridiculous and shambolic!!!!
Jill Doherty,2025-07-08,https://www.trustpilot.com/reviews/686d309c932af82893f851fe,We arranged to pick up a hire car at Alghero Airport in Sardinia for a five day hire period. All was going well and a set of keys were set out for us. This was UNTIL the rep realised we had purchased fully comprehensive insurance and that both husband and wife would be driving. The key was swiftly removed from us and we were handed keys to a Dacia Sandero. All I can say is that this car looked like it had been owned by a succession of learner drivers. There were scratches and dents everywhere and the car wasnt particularly clean inside. The tyres were barely legal and in a bad state for the dusty roads. Total deception on our side as we paid over £500 for this experience (and were parked next to the shiny new Peugeot we were meant to be picking up). Will not ever use this company again and will be watching the credit card carefully now following other reviews.
Lucy Hicks Arnold,2025-07-08,https://www.trustpilot.com/reviews/686cecce2fb596212e9bb8b2,"Do not use this company!!!! I booked and paid for a hire car in advance, travelling from Australia to London. Unfortunately, I got my flight times mixed up and was late collecting the car. I didn't think it'd be a problem, as I'd already paid for it. BUT if you are more than 1 hour late you forfeit your booking with no refund! (should have read all the small print) Being stuck with no car, kids and a three week holiday in front of me, I had to hire another car and pay a much higher additional cost—complete nightmare and very expensive. I'm NEVER using the company again."
Tom K,2025-07-08,https://www.trustpilot.com/reviews/686c5d562ca1f1c2d2735b6d,"I was told it's now IMPOSSIBLE to book a small car from Glasgow, unless you pay extra. I'm a Europcar regular - I'm looking at my online record and I see ten rentals in the last two and a bit years. These are private retals, spanning Portgal, France, Germany, Spain and the UK.
I booked a Compact car ('Cupra Leon or similar' - that's a small hatchback. As on my last trip to Scotland, I was instead given a dreadful, wallowy, absolutely huge MG SUV. I asked for a smaller car at the desk, and was told I could have a BMW 1 series - for an extra £30 a day. I was told it's not possible to get the car I asked for without going premium - instead I had to put up with a bloated, rubbishy Chinese SUV.
To make things worse, the car stank of cigarettes - some previous user had been smoking in it. I complained before I drove away, and it was recorded (so I wouldn't have to pay for the damage - probably impossible to clean effectively) but I wasn't offered a change of vehicle.
Still, at least there wasn't a queue. On two receent trips - to Toulouse in France in June, and to Portugal in April - I had to queue for more than an hour to collect the keys. There's no 'Privilege' desk any more for regular customers - no reward for customer loyalty, for filling out details in advance to speed things up. No, you queue with all the people who need every last comma on the contract explained to them, while staff try their hardest to up-sell. EVERY. STUPID. TIME.
Anyway I'm getting utterly fed up with Europcar, I noted that queues at some other rental places are much shorter. I don't know if Hertz or Avis have a functioning loyalty programme but I might give them a try.
I moved to the Europcar app after using brokers for years, after two unforunate experiences (with Greenmotion in Edinburgh, and Goldcar in Italy - the latter now ironically a Europcar brand) where I was ripped off for non-existent damage I didn't do. I have a global excess policy that I use everywhere from the US to Taiwan and Japan, as well as across Europe. But these two were the only times it's been triggered. To be fair, Europcar haven't ripped me off in this way. It's a credible brand. But customer service has not recovered from COVID and it seems it may well be time to move on."
Maria Viana,2025-07-08,https://www.trustpilot.com/reviews/686c0b785379f5c80b190724,"I originally booked a van for 6 days and went over a few hours. So they charge me for 1 extra day, which is fair enough but what they didn’t tell at all until I confronted them about the extra 700 miles in charges! My booking was 6 days/ 1500 ml. This is 250 ml a day. Because I went over a few hours they change the mileage allowance to 90 per day which meant I was over 700 mos. Very deceiving. Never again I will hire from them. Also Bristol south not very nice people. In the end they charge me an extra 144£ for bringing the van a day later. Completely out of order!"
Jonathan Workman,2025-07-07,https://www.trustpilot.com/reviews/686bf880c3538af8a6fbceb1,I have only given them 1 star because I cannot give nil. The most useless bunch of incompetents in the world. Do not use them! Was given a hire car by them whilst mine was in for repair. Told to call them to arrange collection when finished with to arrange collection. Can only call central number who could not organise collection every time they tried to put me through to the local depot I was sent back in a circle to the incompetents on the central line. Eventually after an hour calling these buffoons I gave up and called my insurance company direct. Do not use these if you value your sanity. A central number is no good if they can’t do anything and transfer you to someone who can! Br told they will put it in your notes repeatedly is no use- I just want it downhired and collected!
TheBuster,2025-07-07,https://www.trustpilot.com/reviews/686bc48a16237ba8f39f693b,Was told it would be £123 to hire a car for 1 week then they took £700 out my bank account after I returned the car! Scammers and con men is what this company are
Jon Taylor,2025-07-07,https://www.trustpilot.com/reviews/686b98e0e0b46167fa6567c7,"Sent me a car which was totally unsuitable and customer service is appalling.
Avoid at all costs if you can"
James thomas,2025-07-07,https://www.trustpilot.com/reviews/686b77d03ec6280d268f8ecf,"Worst company ever. Customer service is a waste of time.they all need retraining in customer service, we had a car from europcar through motability. Took the car back to the dealership when I picked my own car up at 10.30am. Took europcar four weeks to txt me to say their was damage to the left passenger door, no damage when I returned the car , opened a dispute .no communication whatsoever, then recieves a letter saying damage was caused at 1.15 pm how they knew the time the damage was caused is beyond me , I returned the car at 10.30 yet the damage was caused at 1.15? They couldn't answer my question as to how do they know the time the damage was supposed to have taken place, still in a dispute .until they can prove i caused the damage when I didn't even have the car .
Avoid this company"
Debbie,2025-07-07,https://www.trustpilot.com/reviews/686b75c81bda195c601e4783,"Hired a car at Manchester Airport March 2025 for about 15 days. We had prepaid in Australia, or so we thought. The staff were quite friendly however when we returned to Australia we had been charged a huge amount over and beyond what was expected, considering we had prepaid. Tried to contact customer service a number of times with no response apart from the usual computer generated response. Very disappointed."
Sajid Mohammad,2025-07-06,https://www.trustpilot.com/reviews/686a9f5d1519e00300c6c231,The worst hire company ever car broke down AA turned up wrong customer services they got no answer. They don’t know what to do. They haven’t got any instructions. They say made a complaint about the car before I picked up. That’s the wrong size. The staff are Slough branch was absolutely rude. Horrible people never again left me stranded on the road with no vehicle.
Simon the kids Dad,2025-07-06,https://www.trustpilot.com/reviews/686a5108fadfb81b980b71c6,"Car was perfect, pick up and drop off great. However not one for extra insurance normally I was encouraged to take the £28.70 to protect my excess.
OMFG! It was PER DAY 😭 Then don’t forget the hidden charge for picking up from an airport?!
On what planet does it cost an extra £208 to hire a car dwarfing the original cost.
Disgusting pricing strategy that will exclude Europcar from any further business of mine. Joke of a business!"
Jason Pickles,2025-07-06,https://www.trustpilot.com/reviews/6869a300486d9617ca9b4937,"DON'T book your hire car with Europcar!! I was charged for a non-existent scratch after jointly inspecting the car with their representative and being told all was fine 😡

Europcar have previously been investigated by the UK Competition and Markets Authority (CMA) for similar post-rental billing practices, including charging customers for damage without proof of repairs."
E.P Poole,2025-07-05,https://www.trustpilot.com/reviews/68692d67e68248936cbca779,"Absolutely shocking service, have currently spent 5 hours of a precious holiday trying to resolve an issue, car has fault light on it, advised by AA not to drive , now onto my 8th call to arrange a replacement, awful awful service, children and family unable to continue with holiday. Why can no one simply change the car !"
Anonymous,2025-07-04,https://www.trustpilot.com/reviews/6868040b44827a4bf4a16eeb,"Never again! The worst car rental company. Do not book with them!
I just spent 3.5 hours travelling to Europcar Croydon just to find out that I cannot pick up my car as I needed to get an address check. This was neither mentioned nor highlighted to me when I booked the car. I haven’t only wasted a lot of time today I have also wasted money travelling to and back from Europcar. When I asked Shantee, Europcar Croydon’s customer service advisor whether I can provide address proof now or whether there is anything we can do so I can pick up the car that I booked a long time ago, he was not willing to help in any way.
I am left with the cost and no car. Very disappointing. I will never book with Europcar again."
Amanda Andrade,2025-07-03,https://www.trustpilot.com/reviews/6866f6d342b881aece3c9660,"Having a car booked for 6 pm today, I received several confirmation e-mails, 3 only today, to get there and have the car rental denied was heartbreaking.
I rented with the company before and had no issues, all very smoothly. Also had rented another time and, with plenty of notice, had the reservation cancelled (which is fine), but having received several confirmation e-mails throughout the day to get there and having no explanation why I had no car waiting for me is less than human. I have lost my hotel reservation, deposit, and exhibition.
Worse is, I've gone around King's Cross to the other rental companies (including the same one, just a different branch), they all ran background checks, said it was all ok, but either had no cars or only £1k+/day cars.
There is no way of knowing whether you will get a car or not with Europcar, a company that is not very trustworthy.
What my trip was about shouldn't matter for the episode, but it's extra sad that it was a birthday present that got completely ruined, as there's no way of getting where we planned on going."
jason bing,2025-07-03,https://www.trustpilot.com/reviews/686656bd0ddadae3fd0ef8db,"I have worked with Europcar representatives for over 27 years, I generally hire from other outlets but decided to go with them. Booked a Nissan Quashqai size vehicle in advanced and presumed it would be, My wife and I arrived at Peterborough Europcar premises, completed the paperwork and then was given a smaller Jeep Avenger. The young person, told me thats all he has got and gave us £10.00 off (big deal), the vehicle was dirty on the inside, damaged rear bumper, scuffed wheels to name a few. Had the vehicle from 25th June until 3rd July 2025."
Javi,2025-07-02,https://www.trustpilot.com/reviews/6865580e5c39f9ed9994ac40,"My experience with Europcar has been extremely frustrating. I picked up the car at Edinburgh Airport, and the price we agreed on at the desk was not respected. I was charged significantly more than what was originally confirmed, including extra fees and taxes that were never mentioned in advance.
I’ve sent several emails to their customer service and haven’t received any reply at all. The lack of communication and support is unacceptable.
Overall, this experience has been really disappointing. I will definitely not use Europcar again, and I cannot recommend this company to anyone. There are other rental services that are at least transparent and reliable."
Andrea Vacca,2025-07-02,https://www.trustpilot.com/reviews/6864fd716cf5d8bf2f2debbf,"Two months ago I rent a car from Europe car, they charged me 150 Euros more than what we discussed...
The invoice is not available and even after contacting them I haven't received one...
Shame on them!!"
Ms Marsha Mattis,2025-07-02,https://www.trustpilot.com/reviews/68645ad39008abc00e7c4485,Customer service was poor. The costs that I was quoted were not the costs that I ended up paying - airport tax and VAT was added (not provided at the time of the quote). I was upgraded to an electric car as was sold as being more affordable and was assured that the mileage remaining would take me to my destination - it did not and had to spend 2 hours recharging and would not be reimbursed when made a complaint. I would never use this company again!!
john taylor,2025-07-01,https://www.trustpilot.com/reviews/686433a3f1516cb1e08ddb14,Said everything was fine when we took the car back. Which it was. Then sent an report which said damage and that we had signed - and we had not. Don't use them. If you do check and get a paper copy of any documents that say all ok. Europcar was a trusted car hire but now in the sub green motion league.
K M,2025-07-01,https://www.trustpilot.com/reviews/6863e7a4df385051743ad07a,"My flight was diverted to Toulouse, my booked hire car was in Carcassonne Obviously stressed, as any passenger would be in the circumstance, I arranged an alternative at Toulouse. The office there oversold and, because I was so stressed, I wasn't thinking at the time and I signed the contracted. Later, I realised that the excess insurance which I had been told was included was an added extra (cover I didn't need) and I also realised that I should have been offered a one-way hire for one day, rather than being given a cancellation of my week's hire at Carcassonne and a new hire one-way hire from Toulouse for the week at a cost of some €600 more.

No apology from Eurocar. Just a ""tough luck, you signed"". They'll not get that chance again from me, even if they're the cheapest option."
Al Jiggins,2025-06-30,https://www.trustpilot.com/reviews/68629f0d3ab17b1c1d159167,"The worst customer service I have ever experienced (and I use a lot of rentals).
Save yourself the pain - don't book Europcar.
👉 Call customer service, choose option 1, get cut off. Every single time.
👉 Call customer service, choose option 7. Speak to someone, who can't help. They transfer you to option 1. Wait on hold for 20 minutes, despite being told your #1 in the queue. Get cut off. Every single time.
👉 Email customer service. Wait at least 30 hours for a reply. Reply asks you to call option 1. Every single time.
👉 It's two weeks into my rental, trying to solve a problem from Day 1 of the rental.... still waiting.

DO NOT RENT FROM EUROPCAR under any circumstances. Pay the extra $50 for SIXT or Budget."
Olivia Hearn,2025-06-30,https://www.trustpilot.com/reviews/68625274c5215784a6d3e650,"I rented a car from Europcar Gatwick in February 2025. When making the booking I added full insurance through the booking agent Discover cars and the supplier being keddy (AKA Europcar).
At the desk the lady verbally said she could see I had insurance so all was good, I paid the deposit.
It wasn’t until I looked at the invoice at home and saw a charge for premium insurance which had been added on top of the full cover insurance I had already purchased online. The premium insurance added was for £274. I immediately phoned Europcar, they told me they couldn’t do anything til after the car had been returned. So I emailed them once I had returned the car and keys to the out of office box.
This was in February. I have formally complained 3? times now. And nothing. I left a review on Google and Europcar just sent me the link to complain, the same link I’ve used several times already with no response.
I’ve seen lots of other Google reviews where people have been in the same situation as me. They just seem like an absolute scam of a company. And then actually ignore you when you try and pull them up on it. AVOID EUROPCAR."
James Hahnel,2025-06-29,https://www.trustpilot.com/reviews/686134799dda004541613c1e,I book around 8 car hires a year for personal use. I decided given the loyalty program on offer I would pay slightly more to book all car rentals through europcar given the quality of their cars. Over a 18 month period I spent the equivalent of 1994 euros + local charges. This should have given me 2545 points. On taking out the loyalty scheme I was promised that all rentals in the last 2 years would count. In the last 2 months europcar have launched a new scheme and wiped all history of my points now starting afresh! I have formally complained and been told that I will receive no carry over of points. This is an absolute disgrace. I will not be booking anymore europcar in the future. All it would have taken was some common sense to credit me the old points in the new scheme
Mr Newton,2025-06-28,https://www.trustpilot.com/reviews/686037815a3b6b83145b006d,"I had some problems with the car I was given. After several hours trying to get the issue resolved, I decided to make a formal complaint by phone. This was ignored. I made another two complaints in writing, also ignored. I then sent a notice before action so I can take them to small claims court. I had a response saying they'd investigate, but of course I heard nothing afterwards. I don't want to go to court, but I've given them plenty of opportunity to resolve my problems."
Chris,2025-06-28,https://www.trustpilot.com/reviews/685fe296232d158f711fe2f3,"Absolutely appalling experience with Europcar Newtown branch. After reporting my car fault on Monday (window stuck fully down and eventually falling inside the door, leaving the car completely open to theft and rain), I was promised a courtesy car. They finally arranged one for Saturday at 11:30 am.

I waited around, but nobody ever showed up. I tried calling the branch repeatedly all week and again on Saturday—phone just rings out every time, no answer, no call back, nothing. In the end, no courtesy car and not even the basic courtesy of a phone call to say they wouldn’t come.

Truly shocking level of customer service. I’ve never experienced anything quite like it. The Newtown branch clearly can’t cope and really needs shutting down. Avoid at all costs!"
Christopher Elwes,2025-06-28,https://www.trustpilot.com/reviews/685fc6edc6f78c3a182d7253,"Collecting from Stanstead Airport on Thursday 26 June.
Only two reception staff and about 10 people waiting to pick up cars.
Took over an hour to get the keys. Since every car had been pre booked the company knew exactly how busy they would be and yet made no effort to staff up.
It says exactly what the management think of their clients.
Also a new , lubricious rule that you have to peovide your incoming flight number (seriously) as well as your departing flight. Why could that possibly matter?"
Antony,2025-06-28,https://www.trustpilot.com/reviews/685f8cae6731a49a58d5cfbe,"Despite successfully completing the online pre-checkin, I arrived at Bristol airport to be told that my address was not on their database and ‘computer says no’: I could not have a car. I gave two previous addresses but still ‘no’. I asked the desk clerk to phone her IT support team but ‘no - we can’t do that’. I asked to speak to the manager who was rude, surly and, after making no effort to resolve their issue with my booking or to provide me with a cancellation invoice to prove I had turned up, he dismissed me and returned to poking his computer. Email complaints to the customer service desk received fairly cursory, unhelpful replies. I never received an explanation- beyond ‘human error’ or any acceptance that their system was at fault. The desk staff have no ability to resolve issues. I luckily managed to get a car from SIXT at a similar price. NEVER BOOK WITH EUROPCAR - if something goes wrong, you are on your own."
Ross Hampl,2025-06-28,https://www.trustpilot.com/reviews/685f7f51f7ee2a522a2cdeee,"Cost me £11 to call them about my booking and they were useless, I ended up cancelling after going round in circles."
Catharine Howlett,2025-06-27,https://www.trustpilot.com/reviews/685ea1e1354855680aa80595,"Just awful. I just couldn't get the car picked up. I'm a motorbility customer and I kept getting sent from one department to the other as nobody would take responsibility for the pick up. No point in trying to phone them as they don't pick up and then just cut you off. Really, AVOID! AVOID!"
Ayrtonh Brown,2025-06-27,https://www.trustpilot.com/reviews/685e939733ea865fd7365c4d,"as a disabled person my car broke down on monday rac contacted them to get me a hire car , herd nothing from them even motability opperations have not herd from them ,what a poor show no contact no care of customers,there contract with mobility is up soon im hoping thay dump them a very poor show for a hire company"
Zee,2025-06-27,https://www.trustpilot.com/reviews/685e5264bea10dcb1e8cb483,"Placed a premium booking on Tuesday to collect on Friday. When I arrived to pick up I was told there was a new policy implemented 12 hours ago and they cannot release the car to me unless I have a airplane ticket booked. This was not communicated at any point and now left without a car! Extremely dissatisfied would never recommend anyone hiring from this company.

They offered to book a regular car however said they would need to charge me the premium charge cost I already paid so nearly £400 for a car they hire normally for £30?? Complete madness."
J F,2025-06-26,https://www.trustpilot.com/reviews/685c9627fb1ec6fb979d5f2b,"WORST HIRE EXPERIENCE – NEVER AGAIN

Absolute shambles of a company. Took nearly £500 from me for a van hire, I returned it in perfect condition with a full tank (after spending £200 on fuel), signed off at the depot with no issues… and then out of nowhere, they try and slap me with a random charge for “extra mileage.”

Funny how this supposed charge wasn’t mentioned when I handed the van back. Not a word at the time, but suddenly they’ve got the confidence to send robotic emails quoting “terms and conditions” after the fact, like that justifies daylight robbery.

You’re a multimillion-pound company chasing people for £60 like desperate vultures. No integrity. No transparency. Just jobsworth tactics and automated nonsense.

Avoid Europcar unless you enjoy surprise charges, smug copy-paste replies, and having to argue over scraps after already paying through the nose. Total disgrace."
constant traveller,2025-06-25,https://www.trustpilot.com/reviews/685c2a77a2b4b041693a11e8,"Europcar charged us £153.90 for carpet cleaning after our rental at Manchester Airport, despite no prior warning. We were referred to the terms and conditions as justification to this saction. They took the money from our credit card without resolving our objections. Beware and review the rental agreement thoroughly to avoid these unexpected charges. Needless to say none of our party will select Europcar again for our autorentals requirements"
Ian Fry,2025-06-25,https://www.trustpilot.com/reviews/685c0e5474d40f55d54cd519,"Booked and paid for the car before we arrived and taken extra insurance out.
Arrived to get my car sorry all I have is a fiat 500 , well paid for the next size up. Sorry no car only the fiat come back and swap tomorrow.can I get refund for the difference no. Come back swap tomorrow
Next after paying all the car and extra insurance you get hit with 700 pound bond?

so come back for the car I’ve paid for and booked sorry no car wtf is this company doing"
Valeria Pozzo,2025-06-25,https://www.trustpilot.com/reviews/685bf72e1fc42844faa4ea8e,"Terrible Experience – Hidden Fees and Misleading Practices

I strongly advise against renting a car from Europcar. Our experience was extremely disappointing and felt intentionally misleading. Upon arrival, we were pressured into renting a larger car than we originally booked, with the agent quoting us a price that did not include VAT—a detail they conveniently failed to mention until after we agreed.

To make matters worse, we were charged an unexpected Station Fee that was never disclosed on the website or in our confirmation email. These hidden costs added up quickly and left us feeling scammed.

This kind of lack of transparency is unacceptable. We will not be using Europcar again and suggest others avoid them to save time, money, and frustration."
Omer,2025-06-25,https://www.trustpilot.com/reviews/685bea797a4651164753d284,"Terrible experience at Europcar Sheffield – misleading and time-wasting

I booked a car online through Europcar at an average daily rate of £15. When I arrived at the Sheffield branch to collect the vehicle, I was told that the car I reserved was not available. Instead, they offered a Tesla and demanded an extra £30 per day for the upgrade during my 9-day rental.

When I declined, they offered another vehicle for an additional £12 per day. Again, I refused, and they then claimed that no other vehicles were available and that I would need to wait 3–4 hours for a car to be returned.

I had taken time off work and planned everything around this rental. After insisting firmly, they eventually gave me a car they had on-site — clearly proving that vehicles were available all along.

This company is clearly trying to upsell and exploit customers instead of honoring bookings. I had many options when booking, and I deeply regret choosing Europcar. They wasted over an hour of my time and caused unnecessary stress.

If the agreed vehicle is not available, you are supposed to upgrade the customer at no extra cost — not try to profit from the situation. This is unacceptable.

Avoid Europcar, especially the Sheffield branch."
Canterwood Partnership,2025-06-25,https://www.trustpilot.com/reviews/685bad2b2907fa594ad1b495,Van booked paid for and all details uploaded driving licence proof of address to be told I’m not eligible to drive 🤣🤣 what a joke
Tomas Murray,2025-06-25,https://www.trustpilot.com/reviews/685b2757b4be4af6442b98ad,"Greedy Con Artists
I specifically said I didn't want roadside assistance. When I received my invoice I saw that I had been charged for it. They prey on tired travellers that they presume they won't see again..............in my case they certainly won't"
Maria Hayler,2025-06-24,https://www.trustpilot.com/reviews/685ac581e6029b2bfe6b6055,"Very disappointed with the service from the Maidstone branch. A hire car was due to be delivered to my 76-year-old mother at 9:00 AM. At 9:20, we received a call saying it would be delayed by an hour. When we asked for clarity or if the time could be improved, we were met with hostility and completely unhelpful customer service.

We were given contradictory excuses—first that they couldn’t reach the driver, then that the driver hadn’t even arrived at the office (despite the drive itself taking an hour). None of it made sense, and it was clear the car was never going to arrive on time.

The most frustrating part was the lack of honesty and the rude attitude. Eventually, the car was cancelled without informing us—we only found out through our insurance.

Extremely poor communication, no accountability, and unnecessarily stressful—especially for an elderly customer. We would never choose to use this company again given the choice."
Michael Zevka,2025-06-24,https://www.trustpilot.com/reviews/685aa4eb1aa9c173e034c798,"We rented a car for our holiday in lake Garda .
And what a an unsafe shit show it was .
Firstly they tried to charge us more for our insurance cover and more for the child seat that we had all ready paid for.
Then the Q5 that we had originally thought we was getting was a beat up old Citroen which didn’t barely have room for our 2 suit cases and the boot flung open on the motorway where the bags were crammed in and they had the cheek to try and charge us more insurance on this car and more for the child seat !
Then when we got the car this is the whopper the child seat that we had booked and paid for for our 2 and half year old they brought out a car seat for a rear facing new born baby. When we alerted the staff they brought out a booster seat for a 4 year old plus and before we could raise concerns the man literally ran off and we had to leave the car park due to other cars trying to leave and blocking up the car park.Them they said you agreed to pay the extra insurance which was flung on us at a busy desk with a queue of people in a foreign country!
So for our holiday for 8 days we had to drive with our daughter in a seat belt which is completely illegal and unsafe and restate the work unsafe !
Due to this we didn’t drive 80 % of the holiday which we had planned to .
And still when I rang up customer service about all this when home they just brushed off the safety of our child as we have no evidence of the car seat and there is nothing we could do…. Surely they had the 2 car seats in there depot so surely that would be evidence enough.
The fact that we paid money to Europacar pre booked our child seat and car and they didn’t have the safety equipment of the car seat to keep our child safe is outrageous.
And then to be told we can not do anything about this is a sneaky and unsafe way to do business.
I would like to see if I rented a car and child seat for one of their children and rush them out of the car park and see how they would feel.
I would never use Europacar ever again unsafe unprofessional and sneaky aswell in the end .
Take your money and provide an unsafe service disgusting."
ZULFIQAR AFSAR,2025-06-24,https://www.trustpilot.com/reviews/685aa14696565b808290d01d,Scums and dogs
Catherine,2025-06-24,https://www.trustpilot.com/reviews/685a98f3e9c7cf9d57f881af,"Horrible, please be very careful! You agree on one price, but once you return a car, they charge you triple extra. I rent cars very often and have never experienced such treatment."
Toby,2025-06-24,https://www.trustpilot.com/reviews/685a7cc2d48dd527e3331a02,"This company has a history of being fraudulent but i thought it was reputable....until i used them.
Similar to so many reviews i was inundated and pressured on arrival to upgrade every aspect of my booking.
I didn't as i had selected my chosen option prior to booking as 99% of us do so why annoy us so much on arrival.
The car had damage but was functional for the purpose of our trip.
We returned the car and left the keys in the cabin as there was no staff so we assumed that was it.
I complained about an invoice for £100 which i thought had been charged for alleged damage. I complained and said that i didn't and couldn't have caused the damage.....and that the damage shown would cost £5 to polish out.
It transpired that they wanted £450 for the alleged damaged and even referred me to a debt collector so i then owed over £500.
I eventually paid but intend to take legal action independently and will no doubt gain support once up and running.
Avoid at all costs this company will defraud you however way they can. Their business model is to sell low but looks to upsale or defraud.
It is an absolute scam and i cannot believe they are still in business."
Ben Wood,2025-06-23,https://www.trustpilot.com/reviews/6859b1c9b8f2da0e46c9e924,"I strongly urge others not to use Europcar. My experience was nothing short of a rip-off. After returning a rental vehicle in good condition and signing what I believed was a routine check-in form, I was later hit with a staggering £714 charge for a tiny scratch.

There was no transparency about how this figure was calculated, no prior notification before the charge was applied, and no opportunity for a fair dispute. I formally raised concerns with customer service (Case #23359929), but the response was robotic and dismissive – no explanation, no breakdown of costs, and no engagement with the clear disparity between the ""damage"" and the fee.

The process feels deliberately opaque, and the customer support offered no real dialogue or justification for such an extortionate charge.

Warning to all renters:

Do not sign anything when returning the vehicle unless damage is properly reviewed with you on-site.

Document everything with photos.

Be aware Europcar may charge you excessively and without transparency.

This kind of behavior from a major rental company is unacceptable and exploitative. I am sharing my experience to prevent others from going through the same."
